epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,739.422,2.41416,1.71786,1.28149,0.34287,0.45496,0.2951,0.085,2.66163,2.05835,1.37277,0.00033696,0.00033696,0.00033696
42,755.284,2.74132,1.99383,1.15447,0.48051,0.33333,0.30313,0.0811,2.76708,1.9819,1.41736,0.000312412,0.000312412,0.000312412
43,772.169,2.47407,1.7457,1.27975,0.48051,0.33333,0.30313,0.0811,2.76708,1.9819,1.41736,0.00028628,0.00028628,0.00028628
44,788.868,2.75157,2.0971,1.44883,0.55468,0.30769,0.31187,0.08054,2.78507,1.93114,1.42674,0.000258564,0.000258564,0.000258564
45,805.675,2.38848,1.61066,1.30792,0.55468,0.30769,0.31187,0.08054,2.78507,1.93114,1.42674,0.000229264,0.000229264,0.000229264
46,823.98,2.09799,1.41679,1.14049,0.38607,0.4359,0.33791,0.09517,2.71169,1.89683,1.39115,0.00019838,0.00019838,0.00019838
47,840.502,2.17941,1.5295,1.18691,0.38607,0.4359,0.33791,0.09517,2.71169,1.89683,1.39115,0.000165912,0.000165912,0.000165912
48,856.407,2.24586,1.58832,1.22428,0.35842,0.41026,0.30698,0.10011,2.68902,1.84774,1.38764,0.00013186,0.00013186,0.00013186
49,875.937,2.19885,1.69035,1.19001,0.35842,0.41026,0.30698,0.10011,2.68902,1.84774,1.38764,9.6224e-05,9.6224e-05,9.6224e-05
50,893.257,2.36676,1.76294,1.2104,0.43071,0.48502,0.33116,0.10231,2.68323,1.81353,1.38233,5.9004e-05,5.9004e-05,5.9004e-05
