epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,6145.52,1.32398,0.72398,0.95746,0.45983,0.40278,0.30718,0.11479,2.84484,1.6173,1.52544,0.0003104,0.0003104,0.0003104
130,6194.13,1.44127,0.731,1.03138,0.45141,0.38889,0.31135,0.11234,2.85617,1.66507,1.51667,0.0002972,0.0002972,0.0002972
131,6239.29,1.19719,0.65154,0.95532,0.45141,0.38889,0.31135,0.11234,2.85617,1.66507,1.51667,0.000284,0.000284,0.000284
132,6287.32,1.30309,0.68817,1.00695,0.47475,0.40278,0.32489,0.1141,2.8305,1.72985,1.4977,0.0002708,0.0002708,0.0002708
133,6333.53,1.35336,0.6774,0.98535,0.47475,0.40278,0.32489,0.1141,2.8305,1.72985,1.4977,0.0002576,0.0002576,0.0002576
134,6381.6,1.36517,0.70936,0.99412,0.44342,0.3873,0.31434,0.11457,2.82856,1.75239,1.50738,0.0002444,0.0002444,0.0002444
135,6430.1,1.29342,0.66812,0.98062,0.44342,0.3873,0.31434,0.11457,2.82856,1.75239,1.50738,0.0002312,0.0002312,0.0002312
136,6477.43,1.2312,0.62002,0.93028,0.3683,0.5,0.32902,0.11721,2.81091,1.7521,1.50686,0.000218,0.000218,0.000218
137,6525.84,1.31031,0.67143,0.94822,0.3683,0.5,0.32902,0.11721,2.81091,1.7521,1.50686,0.0002048,0.0002048,0.0002048
138,6576.35,1.18562,0.6215,0.9764,0.37806,0.48611,0.3277,0.11897,2.80563,1.73747,1.50574,0.0001916,0.0001916,0.0001916
139,6624.4,1.27384,0.67008,0.98069,0.37806,0.48611,0.3277,0.11897,2.80563,1.73747,1.50574,0.0001784,0.0001784,0.0001784
140,6673.89,1.2062,0.64869,0.94618,0.39112,0.41667,0.32235,0.11641,2.81169,1.7317,1.50207,0.0001652,0.0001652,0.0001652
141,6720.64,1.25014,0.67725,0.95692,0.39112,0.41667,0.32235,0.11641,2.81169,1.7317,1.50207,0.000152,0.000152,0.000152
142,6768.84,1.31646,0.70931,1.0088,0.43159,0.36111,0.32187,0.11898,2.84295,1.69726,1.51793,0.0001388,0.0001388,0.0001388
143,6814.78,1.1356,0.5951,0.94848,0.43159,0.36111,0.32187,0.11898,2.84295,1.69726,1.51793,0.0001256,0.0001256,0.0001256
144,6865.99,1.26059,0.65964,0.99345,0.44189,0.36111,0.31229,0.11748,2.8734,1.64954,1.55285,0.0001124,0.0001124,0.0001124
145,6916.22,1.25273,0.62472,0.99359,0.44189,0.36111,0.31229,0.11748,2.8734,1.64954,1.55285,9.92e-05,9.92e-05,9.92e-05
146,6965.88,1.18636,0.59771,0.99224,0.45171,0.40051,0.31878,0.11808,2.87294,1.62432,1.55294,8.6e-05,8.6e-05,8.6e-05
147,7010.23,1.23055,0.60599,0.94921,0.45171,0.40051,0.31878,0.11808,2.87294,1.62432,1.55294,7.28e-05,7.28e-05,7.28e-05
148,7056.41,1.16913,0.56932,0.95773,0.45094,0.40278,0.32182,0.12042,2.87304,1.60206,1.56269,5.96e-05,5.96e-05,5.96e-05
149,7102.58,1.14123,0.58173,0.9486,0.45094,0.40278,0.32182,0.12042,2.87304,1.60206,1.56269,4.64e-05,4.64e-05,4.64e-05
150,7151.39,1.15948,0.57684,0.98285,0.45244,0.40278,0.32389,0.12315,2.86916,1.59009,1.56595,3.32e-05,3.32e-05,3.32e-05
