epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.7204,4.21361,8.02524,2.45282,0.00078,0.01389,0.0007,0.00018,4.11334,7.34214,2.25993,2e-05,2e-05,2e-05
2,48.4413,4.154,6.77109,2.26921,0.00083,0.02778,0.00044,9e-05,4.01077,6.76148,2.15751,5.9604e-05,5.9604e-05,5.9604e-05
3,71.4644,3.95356,5.88215,2.11354,0.00493,0.04167,0.00225,0.0005,3.78256,7.41006,1.94537,9.868e-05,9.868e-05,9.868e-05
4,94.6459,3.70874,4.42546,2.03307,0.11398,0.04167,0.01928,0.00366,3.57867,6.16189,1.77471,0.000137228,0.000137228,0.000137228
5,117.011,3.52981,4.43174,1.69518,0.0619,0.125,0.04903,0.013,3.29063,3.63015,1.62607,0.000175248,0.000175248,0.000175248
6,138.269,3.08726,3.31198,1.56819,0.1778,0.19444,0.08959,0.03013,3.01636,3.40705,1.48497,0.00021274,0.00021274,0.00021274
7,159.095,2.97702,2.67065,1.54563,0.32585,0.19444,0.15307,0.05292,2.75039,3.01733,1.38442,0.000249704,0.000249704,0.000249704
8,180.044,2.83538,2.51352,1.54197,0.583,0.13889,0.16964,0.05808,2.78784,2.5759,1.4277,0.00028614,0.00028614,0.00028614
9,201.54,2.70786,2.27704,1.4778,0.27326,0.18056,0.18278,0.06403,2.85685,2.75957,1.45824,0.000322048,0.000322048,0.000322048
10,222.469,2.52426,2.18183,1.42873,0.28995,0.25,0.19791,0.0643,2.89498,3.12441,1.4745,0.000357428,0.000357428,0.000357428
11,244.26,2.59536,2.05497,1.37784,0.23237,0.31944,0.20461,0.0646,2.89411,2.55595,1.47096,0.00039228,0.00039228,0.00039228
12,266.225,2.55354,1.946,1.36184,0.34613,0.34722,0.25658,0.07766,2.83169,3.05871,1.45809,0.000426604,0.000426604,0.000426604
13,288.032,2.48478,2.0438,1.4221,0.29821,0.41904,0.27047,0.07792,2.7798,5.59852,1.45195,0.0004604,0.0004604,0.0004604
14,309.559,2.75841,2.07011,1.44646,0.37151,0.41667,0.31091,0.09181,2.73012,4.86464,1.42072,0.000493668,0.000493668,0.000493668
15,329.929,2.66338,1.98726,1.40358,0.31634,0.37277,0.27829,0.09067,2.81314,2.61088,1.41288,0.000526408,0.000526408,0.000526408
16,350.923,2.54363,2.0164,1.36938,0.33991,0.32187,0.24645,0.08271,2.90587,2.5543,1.40842,0.00055862,0.00055862,0.00055862
17,373.213,2.45951,2.20415,1.30168,0.47226,0.24861,0.23924,0.07447,2.88574,4.57474,1.35339,0.000590304,0.000590304,0.000590304
18,394.605,2.40139,1.78568,1.39714,0.24301,0.25,0.20059,0.0646,2.92758,9.06939,1.40854,0.00062146,0.00062146,0.00062146
19,415.975,2.53661,1.99329,1.33808,0.27382,0.34722,0.23991,0.07486,2.69744,10.7036,1.37374,0.000652088,0.000652088,0.000652088
20,436.657,2.39243,1.83517,1.39903,0.30481,0.30556,0.23411,0.08073,2.55856,8.83273,1.34335,0.000682188,0.000682188,0.000682188
21,457.176,2.38702,1.73807,1.45166,0.29419,0.29167,0.20756,0.06329,2.46742,5.7807,1.34871,0.00071176,0.00071176,0.00071176
