epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,218.019,2.40464,1.57654,1.24279,0.19559,0.23639,0.10896,0.03001,2.78074,3.352,1.45253,0.000450912,0.000450912,0.000450912
18,231.239,2.25839,1.62494,1.37968,0.38499,0.28697,0.23424,0.07148,2.71081,2.32966,1.44011,0.00046438,0.00046438,0.00046438
19,243.33,2.42033,1.67713,1.44844,0.45351,0.29167,0.23526,0.08067,2.66694,2.24083,1.45409,0.000476264,0.000476264,0.000476264
20,257.835,2.34231,1.56705,1.33041,0.17766,0.25,0.0925,0.03324,2.63838,3.00399,1.43307,0.000486564,0.000486564,0.000486564
21,272.607,2.31237,1.51468,1.37632,0.30795,0.40278,0.22986,0.06896,2.59043,2.42947,1.40398,0.00049528,0.00049528,0.00049528
22,285.838,2.08446,1.50241,1.32643,0.22375,0.40278,0.20499,0.05366,2.66677,8.6625,1.4665,0.000502412,0.000502412,0.000502412
23,293.63,2.17048,1.4542,1.29702,0.18609,0.30556,0.12229,0.02802,2.84494,9.10765,1.60613,0.00050796,0.00050796,0.00050796
24,303.923,2.2179,1.51153,1.33324,0.08844,0.20833,0.03924,0.00998,3.29538,5.25701,1.95485,0.000511924,0.000511924,0.000511924
25,315.542,2.11544,1.45921,1.35571,0.11946,0.18056,0.05557,0.01997,3.40604,4.96804,1.96113,0.000514304,0.000514304,0.000514304
26,325.71,2.00784,1.38359,1.24864,0.08137,0.23611,0.0499,0.01477,3.23723,11.3957,1.76115,0.0005151,0.0005151,0.0005151
27,336.79,2.01174,1.23635,1.30361,0.14385,0.23611,0.1203,0.04601,2.85592,7.98206,1.5606,0.000514312,0.000514312,0.000514312
28,348.294,2.00739,1.19254,1.25544,0.14385,0.23611,0.1203,0.04601,2.85592,7.98206,1.5606,0.00051194,0.00051194,0.00051194
29,359.276,2.004,1.24573,1.22106,0.2697,0.26389,0.16527,0.04991,2.75977,4.79793,1.51534,0.000507984,0.000507984,0.000507984
30,371.487,2.1277,1.21139,1.2144,0.26006,0.19444,0.10799,0.03731,2.9625,2.96758,1.59073,0.000502444,0.000502444,0.000502444
31,381.873,2.02891,1.24616,1.18757,0.26006,0.19444,0.10799,0.03731,2.9625,2.96758,1.59073,0.00049532,0.00049532,0.00049532
32,394.129,2.09733,1.26034,1.3006,0.22028,0.29167,0.11924,0.03201,2.93428,2.67127,1.54946,0.000486612,0.000486612,0.000486612
33,405.728,2.11829,1.3173,1.25467,0.24593,0.34722,0.18068,0.04562,2.86979,2.4637,1.5231,0.00047632,0.00047632,0.00047632
34,416.853,2.09187,1.29202,1.28494,0.24593,0.34722,0.18068,0.04562,2.86979,2.4637,1.5231,0.000464444,0.000464444,0.000464444
35,423.248,2.00549,1.13289,1.22195,0.25962,0.375,0.23985,0.06684,2.8374,1.99125,1.52823,0.000450984,0.000450984,0.000450984
36,430.799,2.08509,1.17665,1.26741,0.35874,0.41667,0.29863,0.07919,2.75711,1.94878,1.47883,0.00043594,0.00043594,0.00043594
37,437.452,2.1454,1.23737,1.35142,0.35874,0.41667,0.29863,0.07919,2.75711,1.94878,1.47883,0.000419312,0.000419312,0.000419312
38,444.129,2.20579,1.20957,1.24715,0.45116,0.33112,0.30167,0.08644,2.70614,1.87249,1.43402,0.0004011,0.0004011,0.0004011
39,453.524,1.926,1.12641,1.14092,0.45914,0.31944,0.28392,0.08543,2.75475,1.98426,1.42315,0.000381304,0.000381304,0.000381304
40,462.843,2.00056,1.08592,1.19536,0.45914,0.31944,0.28392,0.08543,2.75475,1.98426,1.42315,0.000359924,0.000359924,0.000359924
41,502.134,1.99596,1.10395,1.30589,0.46761,0.31944,0.31392,0.08888,2.70434,1.90117,1.39159,0.00033696,0.00033696,0.00033696
42,512.417,2.01486,1.23422,1.27543,0.35067,0.36757,0.3044,0.08728,2.65304,1.89884,1.33961,0.000312412,0.000312412,0.000312412
43,520.472,1.94843,1.09404,1.21923,0.35067,0.36757,0.3044,0.08728,2.65304,1.89884,1.33961,0.00028628,0.00028628,0.00028628
44,532.448,1.89587,1.03193,1.15202,0.4056,0.34722,0.3,0.09033,2.64853,1.90354,1.32817,0.000258564,0.000258564,0.000258564
45,540.844,1.93857,1.02748,1.29615,0.4056,0.34722,0.3,0.09033,2.64853,1.90354,1.32817,0.000229264,0.000229264,0.000229264
46,555.416,1.92538,1.08269,1.21303,0.4354,0.33333,0.35153,0.10319,2.6826,1.73959,1.3458,0.00019838,0.00019838,0.00019838
47,562.669,1.68936,0.94074,1.21006,0.4354,0.33333,0.35153,0.10319,2.6826,1.73959,1.3458,0.000165912,0.000165912,0.000165912
48,571.427,1.89668,1.14161,1.17841,0.45745,0.37473,0.36496,0.1106,2.71567,1.62241,1.37667,0.00013186,0.00013186,0.00013186
49,580.114,1.79984,0.95846,1.24595,0.45745,0.37473,0.36496,0.1106,2.71567,1.62241,1.37667,9.6224e-05,9.6224e-05,9.6224e-05
50,589.583,1.83562,0.96374,1.18272,0.51908,0.34722,0.38142,0.11917,2.69682,1.5445,1.36593,5.9004e-05,5.9004e-05,5.9004e-05
